place_id,name,latitude,longitude,regular,premium,diesel
8687,SERVICIOS PLATINO 2000 SA DE CV,21.28811,-102.2712,21.59,,
8688,ALICIA  LIZETH  BREMONT  JONES ,17.93229,-94.09949,22.92,,
8689,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",21.11025,-101.602,22.69,25.39,
8690,COMBUSTIBLES Y DERIVADOS DE TAMAULIPAS S.A. DE C.V,26.07275,-98.26585,18.18,20.68,
8691,SERVICIO GADAD SA DE CV ,19.24703,-99.61081,21.99,,
8692,SAC XIB CHAAC SA DE CV,20.78742,-88.20235,22.29,22.99,20.25
8693,GASOLINERA RENDIMAS DEL NOROESTE S.A. DE S.V.,29.08113,-110.9236,22.75,24.99,
8694,SERVICIO TALPA S.A. DE C.V.,20.39007,-104.822,25.65,26.85,
8695,"PETROCAM, S.A. DE C.V.",19.8383,-90.51952,23.19,24.69,24.39
8696,Servicio Eje Tres SA de CV,19.66117,-99.09001,2.59,25.49,
8697,SERVICIO EL SALTO SA DE CV,29.04962,-109.2318,23.99,,
8698,SERVICIO LOS PICAPIEDRA S.A. DE C.V.,23.54586,-100.6273,22.6,,
8699,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",20.46504,-103.2578,24.19,26.19,24.59
8700,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",25.73676,-100.2069,24.09,25.69,24.59
8701,ESTACION DE SERVICIO PERIFERICO SUR  SA. DE C.V.,20.94109,-89.6486,20.99,22.99,22.99
8702,ADAN LOYA GARCIA,26.84005,-107.0621,24,,
8703,GRUPO PEÑA COTA SA DE CV,31.31959,-109.5167,18.72,20.34,23.2
8704,ESTACION DE SERVICIOS PIONEROS SA DE CV,28.19481,-105.4596,22.9,,
8705,OPERADORA DE SERVICIOS PETROLIFEROS SA DE CV,19.98206,-97.20023,22.44,,
8706,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",25.74213,-100.514,24.09,25.69,24.55
8707,"CONSORCIO GASOLINERO PLUS, S.A. DE C.V.",29.32093,-100.9569,19.98,22.49,
8708,Servicio Escoserra S.A. de C.V.,24.7661,-107.4485,22.67,24.91,25.24
8709,AUTO SERVICIO MIR-SOT S.A. DE C.V.,19.88105,-100.4508,22.58,,
8710,ADMINISTRACION DE ESTACIONES DEL SURESTE SA DE CV,21.01546,-89.6079,23.39,,
8711,GRUPO JESSY  SA DE CV,19.51462,-96.93076,22.4,,
8712,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",25.68144,-100.1689,24.09,25.69,
8713,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",20.76524,-100.4466,22.69,25.79,23.79
8714,REYNALDO MAYTORENA FLORES,29.90298,-112.6775,23.5,,
8715,GRUPO MARCOS PEDRAZA S DE RL MI,20.56307,-99.1499,17.1,,16.91
8716,SERVICIOS FEGAVE SA DE CV,25.92853,-107.5014,23.2,,
8717,GAS NUEVO MILENIO S.A. DE C.V.,25.65189,-100.0822,23.49,25.69,
8718,ADAN LOYA GARCIA,26.82262,-107.0714,24,,
8719,"GAPERSA, S.A. DE C.V.",18.45561,-95.31151,22.84,24.59,
8720,E.S.G.E.S. S.A DE C.V,19.36397,-90.71959,22.99,,
8721,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",19.27409,-99.62894,22.69,23.99,
8722,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",21.14808,-101.6556,22.99,25.39,
8723,Servicio Escoserra El Trébol S.A. de C.V.,24.81146,-107.3998,24.25,24.8,
8724,"SERVICIO REGIO TRES, S.A. DE C.V.",18.17562,-93.06413,21.99,23.59,23.89
8725,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",25.44716,-100.9889,23.89,25.29,
8726,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",19.28856,-99.44427,22.38,24.89,24.49
8727,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",25.47966,-100.1792,24.09,25.69,24.69
8728,"SERVICIO EL ONCE, S.A. DE C.V.",19.85812,-99.29144,21.35,,
8729,ENERGETICOS SAN JOSE S.A. DE C.V.,18.9968,-97.90612,20.81,23,22.85
8730,GAS NUEVO MILENIO S.A. DE C.V.,25.65534,-100.081,23.49,25.69,
8731,ENRIQUE GUIRAO MARTINEZ,18.02751,-94.39481,20.49,,
8732,"PETROMAX, S.A. DE C.V.",26.0676,-98.33872,18.19,,
8733,ENRIQUE LIMA ZUNO,21.25612,-86.74847,24.5,,
8734,ANDREA RODRIGUEZ PEREA,22.04339,-101.9608,22.45,,
8735,COMBUSTIBLES DE CIUDAD DEL MAIZ S.A. DE C.V.,22.73511,-99.97009,22.89,,23.9
8736,MARCO ANTONIO BAEZ JUAREZ,19.00229,-97.8671,21.95,,
8737,"Servicio Moncobe, S.A. de C.V. ",19.41404,-99.12853,22.19,,
8738,GASOLINERA SANALONA S.A. DE C.V.,24.80228,-107.3685,24.1,,
8739,combustibles y lubricantes la pioja sa de cv,20.44912,-97.10057,23.04,,
8740,GONZALO LATABAN HERNANDEZ,16.85205,-99.79984,22.42,,
8741,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",25.74138,-100.1583,24.08,25.69,
8742,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",25.59736,-100.7564,23.99,25.69,24.65
8743,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",27.48146,-99.55096,18.59,,
8744,Auto Servicios Humaya S.A. de C.V.,24.8168,-107.4151,20.97,24.84,
8745,"GASOLINERA CHICONTEPEC, S.A. DE C.V. ",21.01735,-98.14855,23.55,,24.1
8746,CESAR BELTRAN SALAS,32.58827,-115.3903,19.89,,
8747,SINERGIA DE ENERGETICOS S.A. DE C.V. ,19.07396,-98.23904,22.29,24.39,23.59
8748,"ESTACION MONTORO, SA DE CV",21.73006,-102.2777,22.99,25.65,24.21
8749,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",27.49557,-99.54012,18.59,,
8750,DERIVADOS Y SERVICIOS DE ENERGIA SA DE CV,23.24077,-106.3898,22.49,,
8751,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",20.6317,-103.2504,23.99,,
8752,"ENERKOM CONSULTORIA EN ADMINISTRACION, S.A. DE C.V.",21.02174,-89.57648,22.99,,
8753,SERVICIO ALTAMIRANO SA DE CV,31.71401,-106.4539,17.39,,
8754,ESTACION DE SERVICIO GEOPOLIS S.A. DE C.V.,18.8614,-99.23978,21.5,,
8755,"SERVICIO EL ONCE, S.A. DE C.V.",19.35508,-98.95822,21.39,,
8756,"GASOLINERIA DON LALO, S.A. DE C.V.",17.4627,-91.41555,21.65,,
8758,ESTACION DE SERVICIO NUEVA MAYAPAN S.A. DE C.V.,20.9778,-89.59628,20.99,22.99,
8759,ESTACION DE SERVICIO PERIFERICO COATEPEC SA DE CV,18.99786,-98.24118,21.89,,
8760,"Exelco Carburantes, S.A. de C.V.",20.53797,-97.45074,22.79,,
8761,SINERGIA DE ENERGETICOS S.A. DE C.V. ,19.07235,-98.20425,22.29,24.19,23.79
8762,Servicio Martires del Tesoro S de RL de CV,20.61976,-103.4073,23.49,,
8763,TIMOSA LOGISTICA INTEGRAL SA DE CV,28.63321,-105.9748,21.39,,
8764,GASOLINERA DIF OAXACA,17.07117,-96.71957,23.2,24.2,
8765,ESTACION TRIGON SA DE CV,20.15895,-102.6171,22.99,,
8766,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",20.94395,-101.4194,22.59,25.39,24.79
8767,SINERGIA DE ENERGETICOS S.A. DE C.V. ,18.98746,-98.19645,22.19,24.39,23.49
8768,COMERCIAL ULISES SA DE CV,19.41006,-99.08042,21.47,,
8769,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",25.67082,-100.3965,24.19,,24.79
8770,SERVICIO ARTEAGA SA DE CV,20.3713,-101.3161,22.69,,
8771,MARTIN GERARDO REDONDO LOPEZ,30.90264,-111.4676,,,18.79
8772,"TUZUAPAN AUTOSERVICIOS, S.A. DE C.V.",18.89348,-97.66342,21.93,23.86,23.94
8773,BLANCA ELVIRA HIDALGO ROMERO,18.88152,-97.73281,20.84,,
8774,"SERVI EXPRESS DE CUAUTITLAN, S.A. DE C.V.",19.67708,-99.20033,22.28,24.25,
8775,"SERVICIO AUTOMOTRIZ XOLA, S.A. DE C.V.",19.3943,-99.14134,21.99,24.16,
8776,"DIFESA, S. A. DE C. V.",27.92343,-110.8999,24.19,,
8777,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",25.45114,-100.956,23.99,25.29,
8778,AUTOSERVICIO PALMIRA SA DE CV,23.95847,-110.2811,22.89,24.99,24.19
8779,SERVICIOS DEL F.U.T.V. DEL EDO. DE YUC. S.A. DE CV,20.97133,-89.63876,20.99,22.99,
8780,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",20.64464,-103.3522,24.59,,24.99
8781,COMBURED SA DE CV,23.1183,-101.106,23.04,25.39,25.4
8782,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",21.13117,-86.90982,23.89,,
8783,Super Servicio san Pablo Hermanos y Suc. SA de CV,19.6607,-99.08085,22.59,25.49,23.99
8784,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",20.98108,-89.57344,22.49,24.69,
8785,Gasoexpress El Verde SA de CV,20.65216,-103.2886,21.79,23.99,23.89
8786,"GASO SIETE, S.A. DE C.V.",20.58871,-100.4038,20.69,,
8787,"ESTACION DE SERVICIOS LAS ANIMAS, S.A. DE C.V.",19.04775,-98.23514,21.97,,
8788,"GASOCOCOS, S.A. DE C.V.",20.94427,-89.62772,22.97,,
8789,"OPERADORA TIERRA CALIDA, S.A. DE C.V.",32.62349,-115.5007,21.19,23.79,
8790,SERVICIO GASOLINERO DEL ANGEL S.A. DE C.V.,19.05565,-101.4196,23.29,,
8791,"COMERCIALIZADORA LA FLOR DE CALKINI, S.A. DE C.V.",20.37281,-90.03973,22.99,,
8792,E07179-SERVICIO SAN JOSE DEL ALTO S.A DE C.V,21.15066,-101.6852,20.96,,
8793,"SERVICIO SIERRA GORDA, S.A. DE C.V.",20.91007,-99.56765,22.49,24.25,24.49
8794,Servicio Escoserra de Culiacán S.A. de C.V.,24.81513,-107.4312,24.55,24.8,
8795,SERVICIO NIETO S.A. DE C.V.,19.29221,-99.6432,21.59,,
8796,SINERGIA DE ENERGETICOS S.A. DE C.V. ,19.18418,-96.14482,20.59,23.09,23.29
8797,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",25.6864,-100.2642,24.09,25.69,
8798,QUALIGAZARI SA DE CV ,19.91565,-97.95927,21.49,23.77,23.65
8799,JESUS AGUIRRE VEGA,25.68335,-100.3126,22.98,,
8800,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",20.95429,-101.425,23.29,25.79,24.59
8801,"Gaspasa Gasolinas, S. A. de C. V.",23.28693,-106.4406,23.29,25.19,24.98
8802,SINERGIA DE ENERGETICOS S.A. DE C.V. ,19.21077,-96.17258,21.39,23.49,
8803,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",24.61452,-101.3739,23.59,24.69,24.98
8804,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",25.67683,-100.291,24.09,25.69,
8805,SUPER SERVICIOS DE COMBUSTIBLE HUACUZ SA DE CV,19.55758,-101.3324,22.5,,
8806,Servicio Victoria de la Sierra Gorda S.A. de C.V.,21.21721,-100.2307,21.05,,
8807,"SERVICIO JALAPA, S.A. DE C.V.",17.72076,-92.80984,22.99,,24.39
8808,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",21.11246,-101.6246,22.99,25.89,
8809,GASOLINERA LARIOS SA DE CV,21.52142,-103.4054,23.1,,
8810,"SERVICIOS GUIMON, S.A. DE C.V.",22.48301,-98.01503,21.25,,
8811,ALEJANDRO ESTRADA ESTRADA,21.76392,-103.3114,23.2,,
8812,E.S.G.E.S. S.A DE C.V,19.75194,-89.85458,23.69,,
8813,"ESTACION RUTA MAYA II, S.A. DE C.V.",20.64819,-87.06831,23.84,,25.19
8814,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",28.40091,-106.909,22.39,,24.19
8815,SERVICIO IDEAL DE TAMAULIPAS SA DE CV,25.98142,-98.07832,18.2,21.3,22.8
8816,LUCRECIA MONTERO MONTERO,17.91546,-91.17538,22.48,,
8817,"ESTACION EL NARANJO, SA DE CV",31.27093,-110.9313,18.79,,
8818,GUADALUPE TORRALBA VALLE,17.86616,-98.13018,23.86,,
8819,SERVICIO VIA CORTA S.A. DE C.V.,19.11691,-98.17936,21.9,24.1,
8820,AUTOSERVICIO PALMIRA SA DE CV,23.68144,-109.7162,23.29,,24.59
8821,PABLO ESQUIVEL  LAUREANO,25.68087,-100.3223,22.98,,
8822,SERVICIO GASOLINERO COLOSIO S.A. DE C.V.,21.4954,-104.8711,21.99,22.75,
8823,SERVICIO DEL RIO EVORA SA DE CV,25.45996,-108.0671,22.79,,
8824,GASOLINERA GUACAMAR S.A. DE C.V.,18.01096,-102.2169,21.99,23.9,23.99
8825,SERVICIO DARIS S.A. DE C.V.,19.40437,-99.52142,21.75,,
8826,SERVICIO PUENTE NACIONAL SA DE CV,19.36946,-96.38462,22.3,23.7,
8827,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",25.74646,-100.1944,22.99,,
8828,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",20.6576,-101.3409,21.99,24.99,21.66
8829,SUPER SERVICIO CARRETERA SA DE CV,19.38169,-99.25469,21.63,,
8830,"GRUPO GASOLINERO HUEHUETOCA, S.A.P.I. DE C.V.",19.00423,-96.11131,21.59,,
8831,"OPERADORA  LA SABANA,S.A. DE C.V. ",16.8301,-99.75737,23.07,,
8832,Combustibles la Quinta SA de CV,18.65735,-96.99869,22.69,,
8833,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",25.7031,-100.2315,22.89,25.69,
8834,"ESTACIÓN DE CARGA VÍA LÁCTEA, S.A. DE C.V.",20.64307,-100.4597,21.89,,
8835,JORGE RIVERA SOSA,19.61167,-98.11975,22.75,,
8836,"MULTISERVICIOS EL TORNERO, SA DE CV",20.07674,-100.659,22.89,,
8837,RAMIRO NIETO ARVIZU,19.17545,-96.15151,20.99,22.99,22.59
8838,SERVICIO SADALA SA DE CV,17.26766,-100.8806,23.61,,
8839,BENIGNO HERRERA CASTILLO,22.39136,-101.1621,22.49,,
8840,"CORPORATIVO EMPRENDEDOR DEL NOROESTE, S.A. DE C.V.",32.63813,-115.523,20.99,,
8841,AURELIO ROSAS RUIZ,18.50603,-96.45997,23.45,,
8842,"SERVICIO GS GAS, S.A. DE C.V.",25.76172,-100.2625,20.79,23.25,
8843,MARIA DEL CARMEN DODDOLI VILLASEÑOR,19.39058,-102.0704,22.49,,
8844,"SERVICIO TZOMPANTITLA, S.A. DE C.V.",19.10989,-98.25018,21.9,24.1,
8845,CRISAN DEL GOLFO SA DE CV,20.51692,-97.44514,22.7,,
8846,SERVICIO CONSCRIPTO SA DE CV,19.43815,-99.22829,21.43,,
8847,"ESTACIÓN DE CARGA VÍA LÁCTEA, S.A. DE C.V.",19.58536,-99.20292,22.99,,
8848,OPERADORA DE SERVICIOS PETROLIFEROS SA DE CV,20.54143,-97.47264,22.9,,24.84
8849,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",20.53444,-100.4508,22.79,25.99,
8850,Energía Claudia SA de CV,20.69004,-105.2509,22.49,,
8851,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",25.54417,-100.9394,23.99,25.29,
8852,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",25.69512,-100.2307,24.09,25.69,
8853,COMBUSTIBLES DE SUROESTE SA DE CV,20.93341,-89.56975,21.99,,24.99
8854,SERVICOMBUSTIBLES DEL CARIBE S.A. DE C.V.,18.51956,-88.29094,21.99,,23.49
8855,"Rubysa, S.A. de C.V.",24.05732,-98.8912,23.19,24.99,
8856,MULTISERVICIOS MARIANO ABASOLO S.A. DE C.V.,20.46022,-101.5123,22.49,,
8857,YOLANDA COLIN MENDEZ,18.94884,-99.69082,23.35,25.19,24.98
8858,GASERVICIO LA VICTORIA SA DE CV,31.31353,-109.5594,18.99,22.99,
8859,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",25.65589,-100.3877,24.19,,
8860,VALENTIN JULIAN CRUZ CRUZ,16.426,-96.453,23.3,,
8861,GAS NUEVO MILENIO S.A. DE C.V.,25.58915,-100.2529,24.09,25.69,24.59
8862,GASOLINERA JARDINES DEL GRIJALVA SA DE CV,16.72791,-93.04028,21.79,22.99,23.99
8863,ESTACION DE SERVICIO LA PRINCESA SA DE CV,18.54742,-100.9666,22.28,,
8864,"CONSORCIO GASOLINERO PLUS, S.A. DE C.V.",27.45746,-99.51117,18.39,,
8865,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",21.10739,-86.9615,23.89,25.49,
8866,"CORPMEZ GASOSERVICIO, S.A. DE C.V. ",21.09694,-101.778,23.85,,
8867,GAS NUEVO MILENIO S.A. DE C.V.,25.7012,-100.2402,24.09,25.69,
8868,SERVICIO LAS ARBOLEDAS S.A DE C.V,19.26796,-98.43158,21.3,23.5,
8869,"SERVICIO SOTRES ESTANDIA, S.A DE C.V",18.76985,-96.17853,22.1,,24.05
8870,"Gaspasa Gasolinas, S. A. de C. V.",23.9206,-106.9198,23.89,,
8871,EDUARDO HUACUZ CABALLERO,19.54862,-101.3425,22.5,,
8872,"CONSORCIO GASOLINERO PLUS, S.A. DE C.V.",31.71198,-106.4416,15.84,,
8873,AUTOSERVICIO BALMACEDA SA DE CV,22.92865,-109.9835,23.59,,
8874,"ESTACIÓN DE CARGA VÍA LÁCTEA, S.A. DE C.V.",19.46465,-99.21877,23.49,,
8875,ALEJANDRO ESTRADA ESTRADA,21.77681,-103.2955,23.2,,
8876,"ESTACION DE SERVICIO 3HS, S.A. DE C.V.",20.98495,-89.23771,22.7,,
8877,Super Servicio Caleva SA de CV,19.27596,-99.67828,20.69,,23.79
8878,ALEJANDRO ESTRADA ESTRADA,21.38674,-103.1218,23.2,,
8879,"GRUPO FERCHE, S.A. DE C.V.",19.15659,-96.19071,22.49,,
8880,"ESTACION EL NARANJO, SA DE CV",31.2903,-110.9688,18.79,22.99,
8881,ABEL CLEMENCIO PEREZ MONTES,20.68243,-99.93388,21.9,23.5,
8882,COMERCIALIZADORA DE COMBUSTIBLES DE LOS ALTOS SA D,21.30862,-101.929,23.08,,
8883,Servicios La Guardesa SA de CV,19.40027,-99.52801,21.59,,23.39
8884,ESTACION DE SERVICIO CUAUHTEMOC S.A. DEC.V.,18.64034,-91.82713,21.99,23.99,
8885,"ESTACION EL NARANJO, SA DE CV",31.29617,-110.9295,18.99,22.99,
8886,"ESTACIONES MEXSON, S.A. DE C.V.",32.51822,-116.9636,21.29,,
8887,AEROPUERTOS Y SERVICIOS AUXILIARES,19.43977,-99.07579,21.18,,
8888,PETROGRUPO DE MATAMOROS SA DE CV,25.83678,-97.49798,17.99,,
8889,RENE CORREA HUERTA,18.31384,-101.7366,24.5,,
8890,SERVICIOS Y COMERCIALIZADORA NACIONAL S.A. DE C.V.,21.91145,-102.2919,22.25,,23.99
8891,DELFINA ORTIZ REGALADO,20.54698,-103.3517,22.89,,
8892,SERVICIOS GASOLINEROS MARALAGO S.A. DE C.V.,24.8401,-107.3613,21.9,,24.95
8893,Multiservicio San Ramón S.A. de C.V.,22.7323,-102.5155,21.79,23.99,
8894,"ESTACION DE SERVICIO SAN FELIPE, S.A. DE C.V.",21.55985,-88.23356,23.69,,
8895,ESTACION DE SERVICIO TEMOZON NORTE SA DE CV,21.06023,-89.63113,22.98,,
8896,OROFULL SA DE CV,19.62054,-104.4532,23.45,,
8897,PROVEEDORA DE COMBUSTIBLES CACHANILLA SA DE CV,32.60753,-115.4174,20.69,,
8898,GAS NUEVO MILENIO S.A. DE C.V.,25.72365,-100.214,24.09,25.69,24.59
8899,GASOLINERIA CORONA S.A. DE C.V.,20.40385,-103.174,22.39,,
8900,SERVICIO ZACATEPEC SA DE CV,18.8756,-99.141,23.95,,
8901,GAS NUEVO MILENIO S.A. DE C.V.,25.7779,-100.3847,20.99,24.99,
8902,SERVICIO SANTA ROSALIA SA DE CV,27.34119,-112.2664,23.9,,
8903,CARLOS RIVERA MEDEL,17.47198,-98.53342,22.69,23.8,24.89
8904,GASOLINERA DE LA VICENTE GUERRERO DE CD. MADERO SA,22.25356,-97.82992,20.95,,
8905,JUAMBELZ NEGOCIOS SA DE CV,19.40169,-99.13636,21.89,,
8906,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",25.63786,-100.0861,23.79,25.69,
8907,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",25.76232,-100.3723,22.89,25.69,
8908,RED DE HIDROCARBUROS S.A DE C.V.,25.53605,-103.4151,22.99,25.19,24.94
8909,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",21.86792,-102.2943,21.59,25.39,
8910,"Fonatur Tren Maya, S. A. de C. V.",24.12562,-110.3465,22.91,,23.82
8911,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",25.44103,-100.9592,16.91,,
8912,"DESARROLLADORA MARINA PUERTO ESCONDIDO, S. DE R.L. DE C.V. ",25.81471,-111.3127,18.49,28.68,18.8
8913,ESTACION DE SERVICIO CUAPANCINGO SA DE CV,19.8234,-97.85657,22.3,,
8914,"Autoservicio Jano, S.A. de C.V.",18.33326,-95.81966,22.85,,
8915,RAFAEL VERA VELASQUEZ,20.54535,-102.793,19.78,,17.27
8916,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",25.75319,-100.2364,24.09,25.69,24.55
8917,LUIS GUILLERMO BAUTISTA MARTINEZ,20.54102,-104.0432,22.95,,24.19
8918,SIBILINA PANTOJA REYES,31.32596,-113.507,23.52,,24.47
8919,"AUTOSERVICIOS DE BAJA CALIFORNIA, S.A. DE C.V.",32.62522,-115.4331,20.87,23.19,
8920,"DISTRIBUIDORA DE SUMINISTROS GENERALES, S.A. DE C.",19.81414,-90.52991,23.49,24.92,24.79
8921,GRUPO PEÑA COTA SA DE CV,31.32817,-109.5638,18.99,22.99,
8922,SIBILINA PANTOJA REYES,31.30626,-113.5197,23.52,,24.47
8923,GRUPO GASOLINERO DE SAHUAYO SA DE CV ,20.06736,-102.716,23.91,24.7,26.3
8924,GASOLINERA LAU LA SA DE CV,15.88648,-97.07867,24.43,,26.37
8925,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",25.68524,-100.4443,21.99,25.59,24.59
8926,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",27.48258,-99.50723,18.59,,
8927,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",19.28858,-99.69637,21.59,24.89,24.49
8928,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",20.99055,-87.1904,23.95,19.66,25.34
8929,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",25.70812,-100.3558,24.09,25.69,24.55
8930,Gasolinera 12 de Diciembre S.A. de C.V.,19.06835,-98.27646,21.45,22,22.9
8931,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",20.54593,-99.90286,22.29,24.29,24.29
8932,DIEGO ARTURO BELTRAN SALAS,32.61374,-115.393,17.98,19.2,
8933,Servicio Novoa Blancarte S.A de C.V.,20.1102,-102.6611,23.1,24.1,25.4
8934,EXPRESS PERICO S.A. DE C.V.,22.15308,-100.9292,21.5,23.85,
8935,SOLEDAD MARIA DOLORES BRAVO GUZMAN,17.76513,-98.39014,23.74,,25.15
8936,"ENERKOM CONSULTORIA EN ADMINISTRACION, S.A. DE C.V.",21.03652,-89.59149,22.99,,
8937,MARIA DOMITILA JOSEFINA VASQUEZ GUZMAN,17.02289,-97.92442,24.3,,
8938,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",19.11472,-99.58847,22.49,24.99,24.79
8939,SERVICIO DOBLE P S.A. DE C.V.,31.33456,-113.5219,23.54,,24.47
8940,MARIA CONCEPCION SANTOS RAMIREZ,26.82157,-100.6844,24.9,,
8941,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",25.61089,-100.2703,24.09,25.69,
8942,"SERVICIO ZZVV, S.A. DE C.V.",19.95959,-103.7135,23.98,,
8943,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",25.47247,-100.9766,23.49,25.29,
8944,Combustibles los Cuates S.A. de C.V.,28.63404,-106.0829,22.65,24.99,
8945,GAS NUEVO MILENIO S.A. DE C.V.,26.00865,-98.49059,19.49,20.5,21.99
8946,"CONSORCIO GASOLINERO PLUS, S.A. DE C.V.",26.07363,-98.3214,18.99,,
8947,SERVICIOS Y COMBUSTIBLES SCORPIO S.A. DE C.V. ,24.03326,-104.616,22.85,25.5,22.7
8948,AUTOSERVICIO NAROCA SA DE CV,20.1062,-102.6695,23.11,24.15,25.43
8949,JOSE ALBERTO VALENCIA FIGUEROA,17.99532,-102.1662,21.87,,
8950,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",24.85023,-99.5716,23.69,25.69,
8951,ESTACION BANDERA SA DE CV,22.14717,-102.2806,22.79,,
8952,"ESTACION RAEL, S. DE R.L. DE C.V.",32.35735,-115.1896,22.25,24.29,23.49
8953,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",19.2895,-99.69608,21.59,24.69,24.49
8954,"ESTACION DE SERVICIO 3210, S.A. DE C.V.",29.08065,-110.9699,23.09,25.99,
8955,"RUTA MAYA EXPENDIO DE COMBUSTIBLES Y LUBRICANTES, ",19.59505,-88.03571,23.99,24.99,25.09
8956,SERVI-TRAIL S.A. DE C.V.,23.8537,-99.05545,22.79,,
8957,COMBUSTIBLES ZINA SA DE CV,19.26285,-99.74052,20.79,,
8958,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",25.71771,-100.2355,23.49,25.69,
8959,SUPER SERVICIO COSAMALOAPAN SA DE CV,18.0058,-95.40162,21.59,23.29,23.09
8960,COMBUSTIBLES GAMO SA DE CV,26.03605,-98.41045,18.19,,
8961,Hidrocarburos San Antonio SA de CV,20.81747,-103.1487,24.19,,24.69
8962,MARISELA MARQUEZ ANAYA,20.67356,-102.319,22.96,,
8963,"SERVICIO EL CHINO, S.A. DE C.V.",24.00465,-104.7385,23.45,,
8964,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",18.67496,-103.6809,23.39,,24.79
8965,"ESTACION DE SERVICIO PUERTA DE ORO, S.A. DE C.V. ",16.78908,-99.39519,23.25,,
8966,"SAGIS SCORP, S.A. DE C.V.",24.01983,-104.6331,19.28,,22.98
8967,AUTO SERVICIO ARIO DE RAYON SA DE CV,20.00558,-102.3182,23.04,,
8968,GAS NUEVO MILENIO S.A. DE C.V.,25.5439,-100.2226,24.09,25.69,24.59
8969,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",25.76765,-100.2416,23.09,25.69,
8970,Kail Servicios SA de CV,24.83094,-107.3756,19.29,24.99,
8971,SERVICIO GONZA SA DE CV,25.82691,-97.52056,17.99,,
8972,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",24.06308,-104.6047,23.49,25.29,24.69
